Total Enrolment in Mainstream National Schools for the 2024/2025 school year (enrolment is as of 30th September 2024),,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year (Enrolment),Roll Number,Official Name,Address (Line 1),Address (Line 2),Address (Line 3),Address (Line 4),County Description,Eircode,School Latitude,School Longitude,School Planning Area,Email,Phone No.,Principal Name,Local Authority Description,School Type,School Level,DEIS (Y/N),Irish Classification Description,Gaeltacht Indicator (Y/N),Island (Y/N),Ethos Description,Patron,Female,Male,Enrolment per Return
2024,18289D,SCOIL NAOMH IOSEF,Castlehackett,Belclare,Tuam,Co. Galway,Galway,H54FY23,53.449536,-8.982941,Tuam,Info@castlehackettns.ie,091791708,Noelle Gannon,Galway County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Tuam,24,28,52
2024,18292P,Gaelscoil an Teaghlaigh Naofa,Tory Top Road,Ballyphehane,Cork,,Cork,T12K039,51.883432,-8.475412,Glasheen_CorkCity,teaghlaighnaofa@gmail.com,0214311473,Máire Ní Nuanáin,Cork City Council,Ordinary with Special Classes,All Through,Y,All subjects through Irish,N,N,Catholic,Bishop of Cork & Ross,95,91,186
2024,18294T,Barr na Sruthan N S,BARR NA SRUTHAN,MOUNTMELLICK,CO LAOIS,,Laois,R32AX96,53.085147,-7.36593,Mountmellick,barnashronens@yahoo.ie,0578644020,AILEEN MAJELLA DELANEY,Laois County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Kildare & Leighlin,35,48,83
2024,18295V,S N MIN AN AOIRE,Meenaneary,Carrick,Co. Donegal,,Donegal,F94DD80,54.702891,-8.606324,Carrick,meenanearyns@gmail.com,0749739347,Daniel Cunningham,Donegal County Council,Ordinary,All Through,Y,All subjects through Irish,Y,N,Catholic,Bishop of Raphoe,10,6,16
2024,18296A,DROMDHALLAGH N S,Drimoleague,Co. Cork,,,Cork,P47V072,51.662559,-9.260611,Skibereen,office@drimoleaguens.com,02831854,Patrick Collins,Cork County Council,Ordinary,Senior,N,No subjects through Irish,N,N,Catholic,Bishop of Cork & Ross,31,28,59
2024,18298E,S N CUL FADA,Culfadda,Ballymote,Co. Sligo,,Sligo,F56HD30,54.026325,-8.475818,Ballymote,culfadda.ias@gmail.com,0719182645,Aisling Egan,Sligo County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Achonry,44,37,81
2024,18301N,SN MHUIRE BNS,Killarney Road,Millstreet,Co. Cork,,Cork,P51H278,52.060102,-9.068174,Millstreet,bnsmillstreet@gmail.com,02970776,Donal O'Connor,Cork County Council,Ordinary with Special Classes,Senior,N,No subjects through Irish,N,N,Catholic,Bishop of Kerry,,98,98
2024,18308E,S N Moin na gCaor,Ballysimon,Enniscorthy,,Co. Wexford,Wexford,Y21TR52,52.525902,-6.479602,Enniscorthy,info@monageerns.ie,0539234453,Eleanor Kehoe,Wexford County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Ferns,60,70,130
2024,18309G,SCOIL BRIDE,Cooloo,Moylough,Ballinasloe,,Galway,H53W642,53.484002,-8.628745,Castleblakeney_Mountbellew,office@cooloons.ie,09349565,Conleth Dermody,Galway County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Tuam,16,8,24
2024,18312S,S N Talamh na Manach,TALAMH NA MANACH,CARLINGFORD,CO LOUTH,,Louth,A91PW81,54.00255,-6.173329,Bush,info@monkslandschool.com,0429376431,Elizabeth Finegan,Louth County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Armagh,66,73,139
2024,18315B,S N PÁDRAIG NFA,Courtnacuddy,Enniscorthy,Co. Wexford,,Wexford,Y21RK00,52.481408,-6.693267,Enniscorthy,courtnacuddyns@gmail.com,0539244284,Peter Kenny,Wexford County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Ferns,59,55,114
2024,18316D,S N FHURSA,Lyre,Banteer,Co. Cork,,Cork,P51D2HY,52.081108,-8.858987,Kanturk,scoilfhursalyre@yahoo.ie,02958384,Noreen Duggan,Cork County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Cloyne,24,33,57
2024,18318H,S N NAOMH PARTHALAN,CIONN SAILE BEAG,YOUGHAL,CO CORK,,Waterford,P36F827,51.967158,-7.808706,Youghal,principal1kns@gmail.com,02494247,Karen Halley Walsh,Waterford County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Waterford & Lismore,27,31,58
2024,18319J,S N TRIANTA,Triantagh,Letterkenny,Co. Donegal,,Donegal,F92XV20,54.998581,-7.842419,Letterkenny,trentaghns@gmail.com,0749137494,Lisa McMillan,Donegal County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Presbyterian,Presbytery of Derry & Donegal,18,18,36
2024,18321T,S N MUIRE MAGH DEILGE,Modeligo,Dungarvan,Co. Waterford,,Waterford,X35HK12,52.148858,-7.754441,Lismore,modeligonationalschool@gmail.com,05868149,Emer Pedley,Waterford County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Waterford & Lismore,28,20,48
2024,18322V,S N AN DROMA,Drom,Templemore,Co. Tipperary,,Tipperary,E41PC86,52.768551,-7.896241,Borrisoleigh,secretary@dromns.com,050451688,Amadean Moore Walsh,Tipperary (Nr) County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Cashel & Emly,24,23,47
2024,18323A,SCOIL LORCAIN B,The Oval,Palmerstown,Dublin 20,,Dublin,D20W227,53.352425,-6.369022,Ballyfermot_D10,office@stlorcansbns.com,016267493,Sinead Greally,South Dublin County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,,328,328
2024,18324C,SCOIL BRIDE C,Turret Road,Palmerstown,Dublin 20,,Dublin,D20AC82,53.352106,-6.369623,Ballyfermot_D10,stbrigidsgns@gmail.com,016265431,Aideen O'Shea,South Dublin County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,329,,329
2024,18325E,Scoil Naomh Chárthaigh,College Road,Castleisland,Co. Kerry,,Kerry,V92DY26,52.235382,-9.455843,Castleisland,naomhcharthaigh@gmail.com,0667142420,Pádraig Corcoran,Kerry County Council,Ordinary with Special Classes,Senior,Y,No subjects through Irish,N,N,Catholic,Bishop of Kerry,,60,60
2024,18326G,S N NAOMH PADRAIG,CILL CHAIS,CLONMEL,CO TIPPERARY,,Tipperary,E91VX56,52.403891,-7.537416,Carrick-on-Suir,kilcashns18@gmail.com,0526133397,CHRISTOPHER RYAN,Tipperary (Sr) County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Waterford & Lismore,31,23,54
2024,18327I,S N CNOC DOIRE,KNOCKERRA,KILRUSH,CO CLARE,,Clare,V15AR27,52.655101,-9.396261,Kilrush,knockerraschool.ias@gmail.com,0659052379,Trish Nugent,Clare County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Killaloe,11,9,20
2024,18328K,S N PHADRAIG,Ballybryan,Fahy,Rhode,,Offaly,R35X670,53.356091,-7.149679,Edenderry,ballybryanns@gmail.com,0469737365,Brian Darby,Offaly County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Kildare & Leighlin,61,59,120
2024,18329M,S N NAOMH MHUIRE,Leckaun,VIA SLIGO,,,Leitrim,F91N923,54.275317,-8.292642,Manorhamilton,info@leckaunns.ie,0719164569,Joanne Gilmartin,Leitrim County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Kilmore,18,19,37
2024,18331W,S N CAOIMHIN NAOFA,Clonlisk National School,SHINRONE,Birr,,Offaly,R42K702,52.947767,-7.909796,Roscrea,clonlisk@gmail.com,050547421,FIONA M LIFFEY,Offaly County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Killaloe,44,28,72
2024,18332B,SCOIL NAOMH PADRAIG,Moylough,Ballinasloe,Co. Galway,,Galway,H53PF54,53.487422,-8.56275,Castleblakeney_Mountbellew,moyloughprimary@gmail.com,0909679578,Aidan Doherty,Galway County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Tuam,84,63,147
2024,18334F,S N CNOC MIONNA,Turlaghraun,Ballymote,Co. Sligo,,Sligo,F56TX23,54.101583,-8.456367,Ballymote,knockminnans56@gmail.com,0719189272,Louise King,Sligo County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Achonry,28,31,59
2024,18335H,S N MHUIRE NAOFA,Rathcobican,Rhode,Co. Offaly,,Offaly,R35KD66,53.339537,-7.197734,Edenderry,info@scoilmhuirenaofa.com,0469737456,Mary Bray,Offaly County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Kildare & Leighlin,64,45,109
2024,18336J,BOOLAVOGUE N S,Boolavogue,Ferns,Co. Wexford,,Wexford,Y21NW02,52.555149,-6.420291,Kilmuckridge,principal@boolavoguens.ie,0539366998,John Somers,Wexford County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Ferns,42,48,90
2024,18339P,S N Iosef Naofa,Maigh Mór,An Leacht,Co. an Chláir,,Clare,V95NW99,52.901438,-9.33196,Ennistymon,scoiliosef@gmail.com,0657081553,Eibhlís Mhic Gearailt,Clare County Council,Ordinary,All Through,N,All subjects through Irish,N,N,Catholic,Bishop of Killaloe,17,16,33
2024,18340A,S N PADRAIG,Lisboduff,Cootehill,Co. Cavan,,Cavan,H16X981,54.072698,-7.225698,Cootehill,bunnoe.ns@gmail.com,0495553407,Ciara O'Reilly,Cavan County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Kilmore,22,27,49
2024,18343G,S N CHAOIMHGHIN,Littleton,Thurles,Co. Tipperary,,Tipperary,E41VW24,52.637542,-7.735611,Thurles,office@littletonns.ie,050444493,Claire Ryan,Tipperary (Nr) County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Archbishop of Cashel & Emly,36,51,87
2024,18344I,S N MHUIRE,Moynalvey,Summerhill,Co. Meath,,Meath,A83KD81,53.474805,-6.681748,Kilcock,office@moynalveyns.ie,0469557416,Mícheál Brennan,Meath County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Meath,73,69,142
2024,18345K,S N IOSEF NAOFA,Corville,Roscrea,Co. Tipperary,,Tipperary,E53Y449,52.938867,-7.784352,Roscrea,samanthamcmahon@corvillens.com,050521485,John Slattery,Tipperary (Nr) County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Killaloe,148,151,299
2024,18346M,S N GREACH RATHAIN,Staghall,Belturbet,,,Cavan,H14CH74,54.098077,-7.533636,Belturbet,office@greaghrahanschool.ie,0499526502,Danielle Smith,Cavan County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Kilmore,28,35,63
2024,18347O,S N SAN NIOCLAS,NICHOLAS ST,DUNDALK,CO LOUTH,,Louth,A91CR24,54.010059,-6.399697,Dundalk,office@sannioclas.ie,0429330860,SUSAN REYBURN,Louth County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Church Of Ireland,Archbishop of Armagh COI,74,87,161
2024,18350D,S N na hInse,Bouladuff,Thurles,Co. Tipperary,,Tipperary,E41YF62,52.717441,-7.910646,Thurles,inchns@gmail.com,050451553,Martina Blake,Tipperary (Nr) County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Cashel & Emly,45,41,86
2024,18355N,Aughadreena National School,Aughadreena,Stradone,Co. Cavan,,Cavan,H12D923,53.934789,-7.219884,Ballyjamesduff,office@aughadreenans.com,0494330549,Frances Reilly,Cavan County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Kilmore,34,51,85
2024,18356P,S N BARRA NAOFA,Gilabbey Terrace,Cork,,,Cork,T12CH96,51.894528,-8.484454,Glasheen_CorkCity,stfinbarresns@gmail.com,0214314009,Gillian Brady,Cork City Council,Ordinary,All Through,N,No subjects through Irish,N,N,Church Of Ireland,"Bishop of Cork, Cloyne & Ross COI",38,45,83
2024,18357R,S N PADRAIG NAOFA,Curtlestown,Enniskerry,Co. Wicklow,,Wicklow,A98CC62,53.186266,-6.212626,Bray,curtlestownns@gmail.com,35312861649,Rosie Ambrose,Wicklow County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,26,32,58
2024,18358T,S N FIACH,Ballinacree,Oldcastle,Co. Meath,,Meath,A82X448,53.765341,-7.230201,Oldcastle,stfiachsoffice@gmail.com,0498541913,Ciara Uí Chonduibh,Meath County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Meath,39,49,88
2024,18359V,S N CUAN,Kilbaha,Kilrush,Co. Clare,,Clare,V15AY68,52.576186,-9.865817,Kilkee,office@kilbahans.ie,0659058212,Mary Lynch,Clare County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Killaloe,10,9,19
2024,18360G,SCOIL BHREANDAIN,McAuley Road,Artane,Dublin 5,,Dublin,D05P820,53.384288,-6.196193,Killester_Raheny_Clontarf,stbrendansartane@gmail.com,018319047,Siobhán Flynn,Dublin City Council,Ordinary with Special Classes,Senior,Y,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,,143,143
2024,18361I,SN CAITRIONA GIRLS,Measc Avenue,Coolock,Dublin 5,,Dublin,D05HR61,53.384995,-6.19814,Killester_Raheny_Clontarf,principal@scoilchaitrionasns.ie,018480018,Imelda Whelan,Dublin City Council,Ordinary,Senior,Y,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,197,,197
2024,18362K,S N CAITRIONA NAIONAIN,Measc Avenue,Coolock,Dublin 5,,Dublin,D05FC92,53.385103,-6.198916,Killester_Raheny_Clontarf,principal@scinfantsp.ie,0861610671,Yvonne Whelan,Dublin City Council,Ordinary,Junior,Y,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,114,80,194
2024,18363M,S N MUIRE GAN SMAL,Green Lane,Carlow,,,Carlow,R93FP57,52.838142,-6.922929,Carlow,smgscarlow.principal@gmail.com,0599142705,Zoe Uí Bhroin,Carlow County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Kildare & Leighlin,377,,377
2024,18364O,St Patrick's National School,Gilroy Avenue,Edenderry,Co.Offaly,,Offaly,R45XV22,53.339774,-7.062816,Edenderry,office@stpatricksedenderry.ie,0469731478,Ann Bracken,Offaly County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Kildare & Leighlin,65,121,186
2024,18365Q,KILMACANOGUE N S,Kilmacanogue,Bray,Co. Wicklow,,Wicklow,A98D602,53.168353,-6.14034,Bray,kilmacanoguens@gmail.com,012861934,Niamh Murray,Wicklow County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,120,104,224
2024,18366S,S N AODAIN,Hollyfield,Ballintrillick,Co. Sligo,,Sligo,F91XV91,54.407006,-8.407224,Grange,ballintrillickns@gmail.com,0719176665,Mary Harrison,Sligo County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Kilmore,12,7,19
2024,18367U,S N Toinn an Tairbh,CAPPAMORE,CO LIMERICK,,,Limerick,V94E670,52.594014,-8.375061,Doon_Cappamore,toinnatairbh.ias@gmail.com,061384055,KITTY SHEEHAN,Limerick County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Cashel & Emly,34,47,81
2024,18368W,MHUIRE FATIMA N S,Timahoe,Portlaoise,Co. Laois,,Laois,R32YN52,52.962723,-7.198948,Portlaoise,timahoelaoisns@gmail.com,0578627051,Michael McEvoy,Laois County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Kildare & Leighlin,86,114,200
2024,18369B,S N CILL RUADHAIN,Nenagh,Co. Tipperary,,,Tipperary,E45PN25,52.894033,-8.136835,Nenagh,office@kilruaneschool.com,06734366,Mairead Kirby,Tipperary (Nr) County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Killaloe,59,59,118
2024,18371L,SCOIL MHUIRE,AN CRAOSLOCH,LETTERKENNY,CO DONEGAL,,Donegal,F92PN84,55.124514,-7.912085,Falcarragh,office@scoilmhuirecreeslough.ie,0749138282,John O' Doherty,Donegal County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Raphoe,79,93,172
2024,18377A,IOSEF NAOFA,Barrack Hill,St. Bernard's Place,Fermoy,,Cork,P61YR82,52.14468,-8.280233,Fermoy,office@stjosephsfermoy.com,02532284,Geraldine Burke,Cork County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Cloyne,49,49,98
2024,18378C,S N NAOMH IOSEPH,Halverstown,Kilcullen,Co. Kildare,,Kildare,R56W950,53.089759,-6.762109,Kilcullen,halverstownschool@gmail.com,045485374,Aine Cullen,Kildare County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,21,28,49
2024,18379E,BARNANE N S,Barnane,Templemore,Co. Tipperary,,Tipperary,E41PX67,52.789851,-7.911573,Borrisoleigh,barnanens@gmail.com,0851873185,Therese Glendon,Tipperary (Nr) County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Cashel & Emly,25,22,47
2024,18380M,S N FAICHE LIAG,Faithlegg,Co. Waterford,,,Waterford,X91TW82,52.261979,-7.002906,Waterford,secretary@faithleggschool.com,051382415,Kieran O'Sullivan,Waterford County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Waterford & Lismore,93,112,205
2024,18381O,Scoil na mBraithre,College Street,Mullingar,Co. Westmeath,,Westmeath,N91HE22,53.526105,-7.346983,Mullingar,admin@stmarysmullingar.ie,0449341517,Bernie McVeigh,Westmeath County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Meath,213,213,426
2024,18382Q,SCOIL BHRIDE,Shelagh,Hackballscross,Co. Louth,,Louth,A91Y744,54.038969,-6.55825,Dundalk,snsoffice62@gmail.com,0429377510,Trasa Minnock,Louth County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Armagh,29,40,69
2024,18386B,MARIST NATIONAL SCHOOL,Clogher Road,Crumlin,Dublin 12,,Dublin,D12YP98,53.326068,-6.293264,Dolphin's Barn_D12,maristns@maristprimaryschool.ie,014541228,Sr. Geraldine Campbell,Dublin City Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,157,55,212
2024,18387D,S N CATRIONA NFA,Ballyhack,Arthurstown,New Ross,Co Wexford,Wexford,Y34KD29,52.251549,-6.959981,Ramsgrange,ballyhackschool@gmail.com,051389368,Eva Murphy,Wexford County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Ferns,28,30,58
2024,18388F,SCOIL NAOMH MICHEAL,Church Road,Blackrock,Cork,,Cork,T12E620,51.895737,-8.420077,Ballintemple_CorkCity,stmichaelsblackrock@gmail.com,0214358140,Alison Quill,Cork City Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Church Of Ireland,"Bishop of Cork, Cloyne & Ross COI",54,49,103
2024,18391R,Faughart Community National School,Faughart,Dundalk,,,Louth,A91D897,54.044432,-6.389065,Dundalk,faughartcns@lmetb.ie,0429371931,Jacqui McCusker,Louth County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Multi Denominational,Louth & Meath ETB,43,49,92
2024,18393V,S N CILLIN,Crossreagh,Mullagh,Co. Cavan,,Cavan,A82H704,53.854182,-7.01229,Virginia,office@crossreaghns.com,0498547800,Sinéad Mulreany,Cavan County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Kilmore,43,46,89
2024,18395C,S N Cluain na Cille,Cloonakille,Bealnamulla,Athlone,Co. Roscommon,Roscommon,N37E523,53.426186,-8.021507,Athlone,cloonakillaschool@gmail.com,0906492569,Mary O'Rourke,Roscommon County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Elphin,198,200,398
2024,18396E,S N RATH EILTE,THURLES,CO TIPPERARY,,,Tipperary,E41YV10,52.714366,-7.761535,Thurles,rahealtyns@gmail.com,050445266,EDEL ROSEANNE KELLY,Tipperary (Nr) County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Cashel & Emly,33,59,92
2024,18399K,S N BHRIDE,Ballyboy,Kilcormac,Co. Offaly,,Offaly,R42Y840,53.174219,-7.696115,Kilcormac,ballyboyns@gmail.com,0579135055,Grace Clendennen,Offaly County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Meath,51,53,104
2024,18401R,SCOIL MHUIRE,Glaslough,Co. Monaghan,,,Monaghan,H18HC79,54.307752,-6.898899,Monaghan,glasloughschool@gmail.com,04788356,Shane Smyth,Monaghan County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Clogher,39,47,86
2024,18405C,S N PHOIL NAOFA,Lyster Street,Athlone,Co. Westmeath,,Westmeath,N37E973,53.420507,-7.942386,Athlone,stpaulsnsathlone@gmail.com,0906494315,Sandra Lennon,Westmeath County Council,Ordinary with Special Classes,Junior,Y,No subjects through Irish,N,N,Catholic,Bishop of Elphin,65,64,129
2024,18406E,S N PHROINSIAIS NAOFA,Kilbeggan Road,Clara,Co. Offaly,,Offaly,R35TP08,53.34163,-7.609008,Clara,office@stfrancisbns.ie,0579331383,Madge Bourke,Offaly County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Meath,,190,190
2024,18410S,S N LIOSCEANUIR,Liscannor,Co. Clare,,,Clare,V95WV32,52.935699,-9.395133,Ennistymon,liscannorprimaryschool@gmail.com,0858046243,Máire O'Connell,Clare County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,"Bishop of Galway, Kilmacduagh & Kilfenora",65,45,110
2024,18411U,ST MARYS SCHOOL,Greenhills Road,Tallaght,Dublin 24,,Dublin,D24K248,53.290392,-6.357299,Tallaght,office@stmarystallaght.ie,014515387,Shane Cadigan,South Dublin County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,151,172,323
2024,18412W,S N C NAOMH PADRAIG,Portrane Road,Donabate,Co. Dublin,,Dublin,K36KH36,53.492724,-6.135611,Donabate,scoilphadraic@gmail.com,018436201,Ciara Greene,Fingal County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,384,,384
2024,18413B,S N NAOMH TREASA,BELLEWSTOWN,DROGHEDA,CO Meath,,Meath,A92AX28,53.643256,-6.352668,Drogheda,office@schoolnaomhtreasa.ie,0419823629,Aidan Mc Loughlin,Meath County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Meath,44,58,102
2024,18414D,S N GLEANN BEITHE,Glenbeigh,Co. Kerry,,,Kerry,V93KD50,52.03875,-9.965801,Killorglin_Milltown,sngleannbeithe@gmail.com,0669768468,Cian O Connor,Kerry County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Kerry,50,57,107
